event_id,event_name,user_id,session_id,event_timestamp,country,device_type,platform,app_version,experiment_id,experiment_group,search_query,product_id,quantity,unit_price,order_id
E00000770,search,U00139,S0000281,2026-08-13 06:29:32,Australia,mobile,ios,1.1,recommendation_v2_test,control,watch,,,,
E00000771,click,U00139,S0000281,2026-08-13 06:30:45,Australia,mobile,ios,1.1,recommendation_v2_test,control,watch,P002,,,
E00000772,app_open,U00139,S0000282,2026-08-11 18:34:00,Australia,mobile,ios,1.1,recommendation_v2_test,control,,,,,
E00000773,search,U00139,S0000282,2026-08-11 18:34:44,Australia,mobile,ios,1.1,recommendation_v2_test,control,watch,,,,
E00000774,app_open,U00140,S0000283,2026-08-13 15:10:00,UK,desktop,web,1.1,recommendation_v2_test,control,,,,,
E00000775,search,U00140,S0000283,2026-08-13 15:10:31,UK,desktop,web,1.1,recommendation_v2_test,control,running shoes,,,,
E00000776,click,U00140,S0000283,2026-08-13 15:11:39,UK,desktop,web,1.1,recommendation_v2_test,control,running shoes,P006,,,
E00000777,add_to_cart,U00140,S0000283,2026-08-13 15:12:38,UK,desktop,web,1.1,recommendation_v2_test,control,running shoes,P006,1.0,5500.18,
E00000778,app_open,U00140,S0000284,2026-08-05 18:43:00,UK,desktop,web,1.1,recommendation_v2_test,control,,,,,
E00000779,search,U00140,S0000284,2026-08-05 18:43:41,UK,desktop,web,1.1,recommendation_v2_test,control,black tshirt,,,,
E00000780,click,U00140,S0000284,2026-08-05 18:44:12,UK,desktop,web,1.1,recommendation_v2_test,control,black tshirt,P001,,,
E00000781,add_to_cart,U00140,S0000284,2026-08-05 18:45:53,UK,desktop,web,1.1,recommendation_v2_test,control,black tshirt,P001,1.0,3787.01,
E00000782,app_open,U00140,S0000285,2026-08-11 18:34:00,UK,desktop,web,1.1,recommendation_v2_test,control,,,,,
E00000783,search,U00140,S0000285,2026-08-11 18:34:18,UK,desktop,web,1.1,recommendation_v2_test,control,sunscreen,,,,
E00000784,app_open,U00141,S0000286,2026-08-10 19:41:00,Australia,mobile,android,1.0,recommendation_v2_test,treatment,,,,,
E00000785,search,U00141,S0000286,2026-08-10 19:41:48,Australia,mobile,android,1.0,recommendation_v2_test,treatment,sunscreen,,,,
E00000786,app_open,U00142,S0000287,2026-08-14 15:06:00,India,desktop,android,1.1,recommendation_v2_test,treatment,,,,,
E00000787,search,U00142,S0000287,2026-08-14 15:06:07,India,desktop,android,1.1,recommendation_v2_test,treatment,watch,,,,
E00000788,click,U00142,S0000287,2026-08-14 15:06:18,India,desktop,android,1.1,recommendation_v2_test,treatment,watch,P004,,,
E00000789,add_to_cart,U00142,S0000287,2026-08-14 15:08:37,India,desktop,android,1.1,recommendation_v2_test,treatment,watch,P004,1.0,1917.09,
E00000790,app_open,U00142,S0000288,2026-08-13 18:34:00,India,desktop,android,1.1,recommendation_v2_test,treatment,,,,,
E00000791,search,U00142,S0000288,2026-08-13 18:34:52,India,desktop,android,1.1,recommendation_v2_test,treatment,sunscreen,,,,
E00000792,click,U00142,S0000288,2026-08-13 18:36:39,India,desktop,android,1.1,recommendation_v2_test,treatment,sunscreen,P005,,,
E00000793,app_open,U00142,S0000289,2026-08-13 09:35:00,India,desktop,android,1.1,recommendation_v2_test,treatment,,,,,
E00000794,search,U00142,S0000289,2026-08-13 09:35:33,India,desktop,android,1.1,recommendation_v2_test,treatment,sunscreen,,,,
E00000795,click,U00142,S0000289,2026-08-13 09:35:38,India,desktop,android,1.1,recommendation_v2_test,treatment,sunscreen,P004,,,
E00000796,app_open,U00142,S0000290,2026-08-13 20:03:00,India,desktop,android,1.1,recommendation_v2_test,treatment,,,,,
E00000797,app_open,U00143,S0000291,2026-08-12 13:45:00,Australia,tablet,ios,1.1,recommendation_v2_test,control,,,,,
E00000798,app_open,U00144,S0000292,2026-08-08 09:30:00,UK,mobile,android,1.1,recommendation_v2_test,treatment,,,,,
E00000799,search,U00144,S0000292,2026-08-08 09:30:50,UK,mobile,android,1.1,recommendation_v2_test,treatment,sunscreen,,,,
E00000800,click,U00144,S0000292,2026-08-08 09:31:55,UK,mobile,android,1.1,recommendation_v2_test,treatment,sunscreen,P006,,,
E00000801,add_to_cart,U00144,S0000292,2026-08-08 09:32:09,UK,mobile,android,1.1,recommendation_v2_test,treatment,sunscreen,P006,1.0,3543.55,
E00000802,app_open,U00145,S0000293,2026-08-03 12:31:00,Australia,desktop,web,1.0,recommendation_v2_test,treatment,,,,,
E00000803,search,U00145,S0000293,2026-08-03 12:31:18,Australia,desktop,web,1.0,recommendation_v2_test,treatment,running shoes,,,,
E00000804,click,U00145,S0000293,2026-08-03 12:33:06,Australia,desktop,web,1.0,recommendation_v2_test,treatment,running shoes,P006,,,
E00000805,add_to_cart,U00145,S0000293,2026-08-03 12:34:01,Australia,desktop,web,1.0,recommendation_v2_test,treatment,running shoes,P006,1.0,1759.14,
E00000806,purchase,U00145,S0000293,2026-08-03 12:35:19,Australia,desktop,web,1.0,recommendation_v2_test,treatment,running shoes,P006,1.0,1759.14,O0000018
E00000807,app_open,U00145,S0000294,2026-08-08 03:59:00,Australia,desktop,web,1.0,recommendation_v2_test,treatment,,,,,
E00000808,search,U00145,S0000294,2026-08-08 03:59:10,Australia,desktop,web,1.0,recommendation_v2_test,treatment,running shoes,,,,
E00000809,app_open,U00145,S0000295,2026-08-04 21:17:00,Australia,desktop,web,1.0,recommendation_v2_test,treatment,,,,,
E00000810,search,U00145,S0000295,2026-08-04 21:17:41,Australia,desktop,web,1.0,recommendation_v2_test,treatment,running shoes,,,,
E00000811,click,U00145,S0000295,2026-08-04 21:17:55,Australia,desktop,web,1.0,recommendation_v2_test,treatment,running shoes,P003,,,
E00000812,add_to_cart,U00145,S0000295,2026-08-04 21:20:51,Australia,desktop,web,1.0,recommendation_v2_test,treatment,running shoes,P003,1.0,5790.76,
E00000813,app_open,U00146,S0000296,2026-08-14 23:30:00,UK,mobile,android,1.0,recommendation_v2_test,control,,,,,
E00000814,search,U00146,S0000296,2026-08-14 23:30:34,UK,mobile,android,1.0,recommendation_v2_test,control,watch,,,,
E00000815,click,U00146,S0000296,2026-08-14 23:30:43,UK,mobile,android,1.0,recommendation_v2_test,control,watch,P003,,,
E00000816,app_open,U00146,S0000297,2026-08-02 07:35:00,UK,mobile,android,1.0,recommendation_v2_test,control,,,,,
E00000817,search,U00146,S0000297,2026-08-02 07:35:56,UK,mobile,android,1.0,recommendation_v2_test,control,watch,,,,
E00000818,click,U00146,S0000297,2026-08-02 07:36:51,UK,mobile,android,1.0,recommendation_v2_test,control,watch,P004,,,
E00000819,add_to_cart,U00146,S0000297,2026-08-02 07:37:29,UK,mobile,android,1.0,recommendation_v2_test,control,watch,P004,1.0,2003.39,
E00000820,purchase,U00146,S0000297,2026-08-02 07:39:36,UK,mobile,android,1.0,recommendation_v2_test,control,watch,P004,1.0,2003.39,O0000019
E00000821,app_open,U00147,S0000298,2026-08-06 18:46:00,Australia,mobile,android,1.0,recommendation_v2_test,treatment,,,,,
E00000822,search,U00147,S0000298,2026-08-06 18:46:26,Australia,mobile,android,1.0,recommendation_v2_test,treatment,sports shoes,,,,
E00000823,app_open,U00147,S0000299,2026-08-08 09:28:00,Australia,mobile,android,1.0,recommendation_v2_test,treatment,,,,,
E00000824,search,U00147,S0000299,2026-08-08 09:28:29,Australia,mobile,android,1.0,recommendation_v2_test,treatment,black tshirt,,,,
E00000825,click,U00147,S0000299,2026-08-08 09:29:06,Australia,mobile,android,1.0,recommendation_v2_test,treatment,black tshirt,P006,,,
E00000826,app_open,U00147,S0000300,2026-08-14 06:05:00,Australia,mobile,android,1.0,recommendation_v2_test,treatment,,,,,
E00000827,search,U00147,S0000300,2026-08-14 06:05:53,Australia,mobile,android,1.0,recommendation_v2_test,treatment,watch,,,,
E00000828,click,U00147,S0000300,2026-08-14 06:07:22,Australia,mobile,android,1.0,recommendation_v2_test,treatment,watch,P002,,,
E00000829,app_open,U00147,S0000301,2026-08-11 05:06:00,Australia,mobile,android,1.0,recommendation_v2_test,treatment,,,,,
E00000830,search,U00147,S0000301,2026-08-11 05:06:58,Australia,mobile,android,1.0,recommendation_v2_test,treatment,sports shoes,,,,
E00000831,click,U00147,S0000301,2026-08-11 05:08:24,Australia,mobile,android,1.0,recommendation_v2_test,treatment,sports shoes,P002,,,
E00000832,app_open,U00147,S0000302,2026-08-09 11:54:00,Australia,mobile,android,1.0,recommendation_v2_test,treatment,,,,,
E00000833,search,U00147,S0000302,2026-08-09 11:54:06,Australia,mobile,android,1.0,recommendation_v2_test,treatment,sunscreen,,,,
E00000834,click,U00147,S0000302,2026-08-09 11:54:43,Australia,mobile,android,1.0,recommendation_v2_test,treatment,sunscreen,P002,,,
E00000835,add_to_cart,U00147,S0000302,2026-08-09 11:55:50,Australia,mobile,android,1.0,recommendation_v2_test,treatment,sunscreen,P002,1.0,556.35,
E00000836,app_open,U00148,S0000303,2026-08-12 06:29:00,Australia,tablet,ios,1.0,recommendation_v2_test,treatment,,,,,
E00000837,app_open,U00148,S0000304,2026-08-14 15:23:00,Australia,tablet,ios,1.0,recommendation_v2_test,treatment,,,,,
E00000838,search,U00148,S0000304,2026-08-14 15:23:23,Australia,tablet,ios,1.0,recommendation_v2_test,treatment,running shoes,,,,
E00000839,click,U00148,S0000304,2026-08-14 15:25:18,Australia,tablet,ios,1.0,recommendation_v2_test,treatment,running shoes,P006,,,
E00000840,app_open,U00149,S0000305,2026-08-07 16:33:00,India,mobile,android,1.0,recommendation_v2_test,control,,,,,
E00000841,search,U00149,S0000305,2026-08-07 16:33:40,India,mobile,android,1.0,recommendation_v2_test,control,sports shoes,,,,
E00000842,click,U00149,S0000305,2026-08-07 16:33:45,India,mobile,android,1.0,recommendation_v2_test,control,sports shoes,P004,,,
E00000843,app_open,U00149,S0000306,2026-08-09 20:50:00,India,mobile,android,1.0,recommendation_v2_test,control,,,,,
E00000844,search,U00149,S0000306,2026-08-09 20:50:59,India,mobile,android,1.0,recommendation_v2_test,control,watch,,,,
E00000845,click,U00149,S0000306,2026-08-09 20:51:56,India,mobile,android,1.0,recommendation_v2_test,control,watch,P005,,,
E00000846,app_open,U00149,S0000307,2026-08-07 07:18:00,India,mobile,android,1.0,recommendation_v2_test,control,,,,,
E00000847,search,U00149,S0000307,2026-08-07 07:18:41,India,mobile,android,1.0,recommendation_v2_test,control,black tshirt,,,,
E00000848,click,U00149,S0000307,2026-08-07 07:19:34,India,mobile,android,1.0,recommendation_v2_test,control,black tshirt,P006,,,
E00000849,app_open,U00149,S0000308,2026-08-07 16:14:00,India,mobile,android,1.0,recommendation_v2_test,control,,,,,
E00000850,search,U00149,S0000308,2026-08-07 16:14:17,India,mobile,android,1.0,recommendation_v2_test,control,black tshirt,,,,
E00000851,app_open,U00150,S0000309,2026-08-05 17:06:00,UK,desktop,android,1.0,recommendation_v2_test,treatment,,,,,
E00000852,search,U00150,S0000309,2026-08-05 17:06:10,UK,desktop,android,1.0,recommendation_v2_test,treatment,black tshirt,,,,
E00000853,app_open,U00151,S0000310,2026-08-03 13:24:00,Germany,mobile,android,1.0,recommendation_v2_test,control,,,,,
E00000854,search,U00151,S0000310,2026-08-03 13:24:59,Germany,mobile,android,1.0,recommendation_v2_test,control,running shoes,,,,
E00000855,click,U00151,S0000310,2026-08-03 13:26:37,Germany,mobile,android,1.0,recommendation_v2_test,control,running shoes,P006,,,
E00000856,app_open,U00151,S0000311,2026-08-06 20:32:00,Germany,mobile,android,1.0,recommendation_v2_test,control,,,,,
E00000857,search,U00151,S0000311,2026-08-06 20:32:15,Germany,mobile,android,1.0,recommendation_v2_test,control,black tshirt,,,,
E00000858,click,U00151,S0000311,2026-08-06 20:33:27,Germany,mobile,android,1.0,recommendation_v2_test,control,black tshirt,P006,,,
E00000859,app_open,U00151,S0000312,2026-08-03 13:41:00,Germany,mobile,android,1.0,recommendation_v2_test,control,,,,,
E00000860,search,U00151,S0000312,2026-08-03 13:41:56,Germany,mobile,android,1.0,recommendation_v2_test,control,running shoes,,,,
E00000861,click,U00151,S0000312,2026-08-03 13:43:23,Germany,mobile,android,1.0,recommendation_v2_test,control,running shoes,P003,,,
E00000862,add_to_cart,U00151,S0000312,2026-08-03 13:44:51,Germany,mobile,android,1.0,recommendation_v2_test,control,running shoes,P003,1.0,3440.04,
E00000863,app_open,U00151,S0000313,2026-08-01 06:15:00,Germany,mobile,android,1.0,recommendation_v2_test,control,,,,,
E00000864,search,U00151,S0000313,2026-08-01 06:15:15,Germany,mobile,android,1.0,recommendation_v2_test,control,black tshirt,,,,
E00000865,click,U00151,S0000313,2026-08-01 06:15:36,Germany,mobile,android,1.0,recommendation_v2_test,control,black tshirt,P004,,,
E00000866,add_to_cart,U00151,S0000313,2026-08-01 06:15:46,Germany,mobile,android,1.0,recommendation_v2_test,control,black tshirt,P004,1.0,5851.83,
E00000867,app_open,U00152,S0000314,2026-08-12 10:28:00,UK,mobile,web,1.0,recommendation_v2_test,treatment,,,,,
E00000868,search,U00152,S0000314,2026-08-12 10:28:24,UK,mobile,web,1.0,recommendation_v2_test,treatment,sports shoes,,,,
E00000869,click,U00152,S0000314,2026-08-12 10:29:15,UK,mobile,web,1.0,recommendation_v2_test,treatment,sports shoes,P001,,,
E00000870,app_open,U00153,S0000315,2026-08-08 15:48:00,Australia,tablet,android,1.0,recommendation_v2_test,treatment,,,,,
E00000871,search,U00153,S0000315,2026-08-08 15:48:19,Australia,tablet,android,1.0,recommendation_v2_test,treatment,black tshirt,,,,
E00000872,click,U00153,S0000315,2026-08-08 15:49:20,Australia,tablet,android,1.0,recommendation_v2_test,treatment,black tshirt,P001,,,
E00000873,app_open,U00154,S0000316,2026-08-06 21:12:00,India,mobile,web,1.0,recommendation_v2_test,control,,,,,
E00000874,search,U00154,S0000316,2026-08-06 21:12:43,India,mobile,web,1.0,recommendation_v2_test,control,sunscreen,,,,
E00000875,click,U00154,S0000316,2026-08-06 21:13:27,India,mobile,web,1.0,recommendation_v2_test,control,sunscreen,P003,,,
E00000876,add_to_cart,U00154,S0000316,2026-08-06 21:16:05,India,mobile,web,1.0,recommendation_v2_test,control,sunscreen,P003,1.0,5902.13,
E00000877,app_open,U00155,S0000317,2026-08-09 21:31:00,UK,mobile,android,1.1,recommendation_v2_test,treatment,,,,,
E00000878,search,U00155,S0000317,2026-08-09 21:31:36,UK,mobile,android,1.1,recommendation_v2_test,treatment,running shoes,,,,
E00000879,app_open,U00156,S0000318,2026-08-08 21:51:00,UK,tablet,ios,1.1,recommendation_v2_test,control,,,,,
E00000880,search,U00156,S0000318,2026-08-08 21:51:55,UK,tablet,ios,1.1,recommendation_v2_test,control,sunscreen,,,,
E00000881,click,U00156,S0000318,2026-08-08 21:52:28,UK,tablet,ios,1.1,recommendation_v2_test,control,sunscreen,P002,,,
E00000882,add_to_cart,U00156,S0000318,2026-08-08 21:53:14,UK,tablet,ios,1.1,recommendation_v2_test,control,sunscreen,P002,1.0,3380.8,
E00000883,purchase,U00156,S0000318,2026-08-08 21:55:57,UK,tablet,ios,1.1,recommendation_v2_test,control,sunscreen,P002,1.0,3380.8,O0000020
E00000884,app_open,U00156,S0000319,2026-08-10 16:56:00,UK,tablet,ios,1.1,recommendation_v2_test,control,,,,,
E00000885,app_open,U00156,S0000320,2026-08-02 05:41:00,UK,tablet,ios,1.1,recommendation_v2_test,control,,,,,
E00000886,search,U00156,S0000320,2026-08-02 05:41:48,UK,tablet,ios,1.1,recommendation_v2_test,control,sports shoes,,,,
E00000887,click,U00156,S0000320,2026-08-02 05:42:04,UK,tablet,ios,1.1,recommendation_v2_test,control,sports shoes,P006,,,
E00000888,add_to_cart,U00156,S0000320,2026-08-02 05:42:51,UK,tablet,ios,1.1,recommendation_v2_test,control,sports shoes,P006,1.0,2556.19,
E00000889,app_open,U00157,S0000321,2026-08-06 20:18:00,UK,mobile,android,1.1,recommendation_v2_test,control,,,,,
E00000890,search,U00157,S0000321,2026-08-06 20:18:20,UK,mobile,android,1.1,recommendation_v2_test,control,running shoes,,,,
E00000891,app_open,U00157,S0000322,2026-08-10 19:40:00,UK,mobile,android,1.1,recommendation_v2_test,control,,,,,
E00000892,search,U00157,S0000322,2026-08-10 19:40:59,UK,mobile,android,1.1,recommendation_v2_test,control,sunscreen,,,,
E00000893,app_open,U00157,S0000323,2026-08-01 04:43:00,UK,mobile,android,1.1,recommendation_v2_test,control,,,,,
E00000894,search,U00157,S0000323,2026-08-01 04:43:38,UK,mobile,android,1.1,recommendation_v2_test,control,watch,,,,
E00000895,click,U00157,S0000323,2026-08-01 04:44:42,UK,mobile,android,1.1,recommendation_v2_test,control,watch,P004,,,
E00000896,app_open,U00158,S0000324,2026-08-05 10:45:00,India,desktop,web,1.1,recommendation_v2_test,treatment,,,,,
E00000897,search,U00158,S0000324,2026-08-05 10:45:44,India,desktop,web,1.1,recommendation_v2_test,treatment,watch,,,,
E00000898,click,U00158,S0000324,2026-08-05 10:47:30,India,desktop,web,1.1,recommendation_v2_test,treatment,watch,P005,,,
E00000899,app_open,U00158,S0000325,2026-08-14 13:07:00,India,desktop,web,1.1,recommendation_v2_test,treatment,,,,,
E00000900,app_open,U00159,S0000326,2026-08-14 07:41:00,UK,mobile,ios,1.0,recommendation_v2_test,treatment,,,,,
E00000901,search,U00159,S0000326,2026-08-14 07:41:55,UK,mobile,ios,1.0,recommendation_v2_test,treatment,sports shoes,,,,
E00000902,click,U00159,S0000326,2026-08-14 07:43:38,UK,mobile,ios,1.0,recommendation_v2_test,treatment,sports shoes,P002,,,
E00000903,app_open,U00160,S0000327,2026-08-13 05:44:00,Germany,desktop,ios,1.0,recommendation_v2_test,treatment,,,,,
E00000904,search,U00160,S0000327,2026-08-13 05:44:46,Germany,desktop,ios,1.0,recommendation_v2_test,treatment,sports shoes,,,,
E00000905,click,U00160,S0000327,2026-08-13 05:46:06,Germany,desktop,ios,1.0,recommendation_v2_test,treatment,sports shoes,P003,,,
E00000906,app_open,U00161,S0000328,2026-08-11 03:47:00,UK,tablet,web,1.0,recommendation_v2_test,control,,,,,
E00000907,search,U00161,S0000328,2026-08-11 03:47:56,UK,tablet,web,1.0,recommendation_v2_test,control,running shoes,,,,
E00000908,app_open,U00161,S0000329,2026-08-05 19:08:00,UK,tablet,web,1.0,recommendation_v2_test,control,,,,,
E00000909,search,U00161,S0000329,2026-08-05 19:08:36,UK,tablet,web,1.0,recommendation_v2_test,control,sports shoes,,,,
E00000910,click,U00161,S0000329,2026-08-05 19:09:23,UK,tablet,web,1.0,recommendation_v2_test,control,sports shoes,P002,,,
E00000911,add_to_cart,U00161,S0000329,2026-08-05 19:11:48,UK,tablet,web,1.0,recommendation_v2_test,control,sports shoes,P002,1.0,5059.12,
E00000912,app_open,U00162,S0000330,2026-08-03 14:51:00,Australia,mobile,web,1.1,recommendation_v2_test,treatment,,,,,
E00000913,search,U00162,S0000330,2026-08-03 14:51:16,Australia,mobile,web,1.1,recommendation_v2_test,treatment,watch,,,,
E00000914,app_open,U00162,S0000331,2026-08-07 02:44:00,Australia,mobile,web,1.1,recommendation_v2_test,treatment,,,,,
E00000915,search,U00162,S0000331,2026-08-07 02:44:23,Australia,mobile,web,1.1,recommendation_v2_test,treatment,watch,,,,
E00000916,click,U00162,S0000331,2026-08-07 02:44:31,Australia,mobile,web,1.1,recommendation_v2_test,treatment,watch,P004,,,
E00000917,app_open,U00163,S0000332,2026-08-02 04:05:00,UK,mobile,web,1.0,recommendation_v2_test,treatment,,,,,
E00000918,search,U00163,S0000332,2026-08-02 04:05:35,UK,mobile,web,1.0,recommendation_v2_test,treatment,sports shoes,,,,
E00000919,click,U00163,S0000332,2026-08-02 04:07:03,UK,mobile,web,1.0,recommendation_v2_test,treatment,sports shoes,P002,,,
E00000920,add_to_cart,U00163,S0000332,2026-08-02 04:08:58,UK,mobile,web,1.0,recommendation_v2_test,treatment,sports shoes,P002,1.0,1448.82,
E00000921,app_open,U00164,S0000333,2026-08-11 00:53:00,Germany,tablet,android,1.1,recommendation_v2_test,control,,,,,
E00000922,search,U00164,S0000333,2026-08-11 00:53:56,Germany,tablet,android,1.1,recommendation_v2_test,control,watch,,,,
E00000923,app_open,U00164,S0000334,2026-08-08 08:22:00,Germany,tablet,android,1.1,recommendation_v2_test,control,,,,,
E00000924,search,U00164,S0000334,2026-08-08 08:22:28,Germany,tablet,android,1.1,recommendation_v2_test,control,sports shoes,,,,
E00000925,click,U00164,S0000334,2026-08-08 08:23:22,Germany,tablet,android,1.1,recommendation_v2_test,control,sports shoes,P004,,,
E00000926,add_to_cart,U00164,S0000334,2026-08-08 08:24:45,Germany,tablet,android,1.1,recommendation_v2_test,control,sports shoes,P004,1.0,5371.01,
E00000927,app_open,U00164,S0000335,2026-08-06 13:30:00,Germany,tablet,android,1.1,recommendation_v2_test,control,,,,,
E00000928,search,U00164,S0000335,2026-08-06 13:30:15,Germany,tablet,android,1.1,recommendation_v2_test,control,sports shoes,,,,
E00000929,click,U00164,S0000335,2026-08-06 13:30:23,Germany,tablet,android,1.1,recommendation_v2_test,control,sports shoes,P004,,,
E00000930,app_open,U00165,S0000336,2026-08-02 08:36:00,Germany,mobile,ios,1.1,recommendation_v2_test,control,,,,,
E00000931,search,U00165,S0000336,2026-08-02 08:36:05,Germany,mobile,ios,1.1,recommendation_v2_test,control,sports shoes,,,,
E00000932,click,U00165,S0000336,2026-08-02 08:37:14,Germany,mobile,ios,1.1,recommendation_v2_test,control,sports shoes,P003,,,
E00000933,add_to_cart,U00165,S0000336,2026-08-02 08:38:08,Germany,mobile,ios,1.1,recommendation_v2_test,control,sports shoes,P003,1.0,702.7,
E00000934,purchase,U00165,S0000336,2026-08-02 08:41:08,Germany,mobile,ios,1.1,recommendation_v2_test,control,sports shoes,P003,1.0,702.7,O0000021
E00000935,app_open,U00165,S0000337,2026-08-14 16:43:00,Germany,mobile,ios,1.1,recommendation_v2_test,control,,,,,
E00000936,search,U00165,S0000337,2026-08-14 16:43:54,Germany,mobile,ios,1.1,recommendation_v2_test,control,black tshirt,,,,
E00000937,app_open,U00165,S0000338,2026-08-06 06:24:00,Germany,mobile,ios,1.1,recommendation_v2_test,control,,,,,
E00000938,search,U00165,S0000338,2026-08-06 06:24:23,Germany,mobile,ios,1.1,recommendation_v2_test,control,running shoes,,,,
E00000939,click,U00165,S0000338,2026-08-06 06:25:51,Germany,mobile,ios,1.1,recommendation_v2_test,control,running shoes,P004,,,
E00000940,app_open,U00166,S0000339,2026-08-11 22:56:00,India,mobile,android,1.1,recommendation_v2_test,treatment,,,,,
E00000941,search,U00166,S0000339,2026-08-11 22:56:29,India,mobile,android,1.1,recommendation_v2_test,treatment,running shoes,,,,
E00000942,app_open,U00166,S0000340,2026-08-13 11:55:00,India,mobile,android,1.1,recommendation_v2_test,treatment,,,,,
E00000943,search,U00166,S0000340,2026-08-13 11:55:53,India,mobile,android,1.1,recommendation_v2_test,treatment,sports shoes,,,,
E00000944,app_open,U00167,S0000341,2026-08-08 01:30:00,Germany,desktop,android,1.1,recommendation_v2_test,treatment,,,,,
E00000945,search,U00167,S0000341,2026-08-08 01:30:28,Germany,desktop,android,1.1,recommendation_v2_test,treatment,running shoes,,,,
E00000946,click,U00167,S0000341,2026-08-08 01:31:35,Germany,desktop,android,1.1,recommendation_v2_test,treatment,running shoes,P003,,,
E00000947,add_to_cart,U00167,S0000341,2026-08-08 01:32:45,Germany,desktop,android,1.1,recommendation_v2_test,treatment,running shoes,P003,1.0,5697.48,
E00000948,purchase,U00167,S0000341,2026-08-08 01:35:32,Germany,desktop,android,1.1,recommendation_v2_test,treatment,running shoes,P003,1.0,5697.48,O0000022
E00000949,app_open,U00168,S0000342,2026-08-02 11:29:00,Australia,desktop,android,1.1,recommendation_v2_test,treatment,,,,,
E00000950,search,U00168,S0000342,2026-08-02 11:29:55,Australia,desktop,android,1.1,recommendation_v2_test,treatment,running shoes,,,,
E00000951,click,U00168,S0000342,2026-08-02 11:30:15,Australia,desktop,android,1.1,recommendation_v2_test,treatment,running shoes,P002,,,
E00000952,app_open,U00168,S0000343,2026-08-04 21:18:00,Australia,desktop,android,1.1,recommendation_v2_test,treatment,,,,,
E00000953,search,U00168,S0000343,2026-08-04 21:18:30,Australia,desktop,android,1.1,recommendation_v2_test,treatment,watch,,,,
E00000954,click,U00168,S0000343,2026-08-04 21:19:44,Australia,desktop,android,1.1,recommendation_v2_test,treatment,watch,P003,,,
E00000955,app_open,U00169,S0000344,2026-08-14 17:55:00,Australia,mobile,android,1.1,recommendation_v2_test,treatment,,,,,
E00000956,search,U00169,S0000344,2026-08-14 17:55:49,Australia,mobile,android,1.1,recommendation_v2_test,treatment,black tshirt,,,,
E00000957,app_open,U00169,S0000345,2026-08-01 17:57:00,Australia,mobile,android,1.1,recommendation_v2_test,treatment,,,,,
E00000958,search,U00169,S0000345,2026-08-01 17:57:33,Australia,mobile,android,1.1,recommendation_v2_test,treatment,black tshirt,,,,
E00000959,app_open,U00170,S0000346,2026-08-03 03:50:00,Australia,tablet,ios,1.0,recommendation_v2_test,control,,,,,
E00000960,search,U00170,S0000346,2026-08-03 03:50:25,Australia,tablet,ios,1.0,recommendation_v2_test,control,black tshirt,,,,
E00000961,click,U00170,S0000346,2026-08-03 03:50:43,Australia,tablet,ios,1.0,recommendation_v2_test,control,black tshirt,P006,,,
E00000962,app_open,U00171,S0000347,2026-08-13 03:40:00,UK,mobile,web,1.0,recommendation_v2_test,treatment,,,,,
E00000963,search,U00171,S0000347,2026-08-13 03:40:12,UK,mobile,web,1.0,recommendation_v2_test,treatment,running shoes,,,,
E00000964,click,U00171,S0000347,2026-08-13 03:40:34,UK,mobile,web,1.0,recommendation_v2_test,treatment,running shoes,P002,,,
E00000965,add_to_cart,U00171,S0000347,2026-08-13 03:42:51,UK,mobile,web,1.0,recommendation_v2_test,treatment,running shoes,P002,1.0,5959.58,
E00000966,app_open,U00172,S0000348,2026-08-13 00:13:00,UK,desktop,web,1.1,recommendation_v2_test,treatment,,,,,
E00000967,search,U00172,S0000348,2026-08-13 00:13:09,UK,desktop,web,1.1,recommendation_v2_test,treatment,watch,,,,
E00000968,click,U00172,S0000348,2026-08-13 00:13:39,UK,desktop,web,1.1,recommendation_v2_test,treatment,watch,P001,,,
E00000969,app_open,U00172,S0000349,2026-08-06 21:07:00,UK,desktop,web,1.1,recommendation_v2_test,treatment,,,,,
E00000970,search,U00172,S0000349,2026-08-06 21:07:44,UK,desktop,web,1.1,recommendation_v2_test,treatment,watch,,,,
E00000971,click,U00172,S0000349,2026-08-06 21:07:54,UK,desktop,web,1.1,recommendation_v2_test,treatment,watch,P005,,,
E00000972,app_open,U00172,S0000350,2026-08-11 15:24:00,UK,desktop,web,1.1,recommendation_v2_test,treatment,,,,,
E00000973,search,U00172,S0000350,2026-08-11 15:24:30,UK,desktop,web,1.1,recommendation_v2_test,treatment,black tshirt,,,,
E00000974,click,U00172,S0000350,2026-08-11 15:25:02,UK,desktop,web,1.1,recommendation_v2_test,treatment,black tshirt,P004,,,
E00000975,add_to_cart,U00172,S0000350,2026-08-11 15:25:29,UK,desktop,web,1.1,recommendation_v2_test,treatment,black tshirt,P004,1.0,2801.14,
E00000976,app_open,U00172,S0000351,2026-08-09 06:48:00,UK,desktop,web,1.1,recommendation_v2_test,treatment,,,,,
E00000977,search,U00172,S0000351,2026-08-09 06:48:39,UK,desktop,web,1.1,recommendation_v2_test,treatment,black tshirt,,,,
E00000978,click,U00172,S0000351,2026-08-09 06:49:24,UK,desktop,web,1.1,recommendation_v2_test,treatment,black tshirt,P005,,,
E00000979,app_open,U00172,S0000352,2026-08-10 04:09:00,UK,desktop,web,1.1,recommendation_v2_test,treatment,,,,,
